-2.409174346923828125e+02,1.599226379394531250e+02,2.081370592117309570e+00,3.582597970962524414e-01,-1.533959388732910156e+01,1.836053466796875000e+01,-7.305697917938232422e+00,-1.507527160644531250e+01,-1.219860267639160156e+01,-1.938930749893188477e+00,-1.631891441345214844e+01,-4.357008934020996094e+00,-8.426865339279174805e-01,-1.049115371704101562e+01,-6.940131187438964844e+00,-2.470443725585937500e+00,-1.224237728118896484e+01,-8.605878829956054688e+00,-8.118037223815917969e+00,-8.334245681762695312e+00,-9.311425209045410156e+00,-3.811174154281616211e+00,-1.106269741058349609e+01,-4.443890571594238281e+00,-7.050260543823242188e+00,-3.778959512710571289e+00,-6.630092144012451172e+00,-3.291296720504760742e+00,-2.190464019775390625e+00,1.250521540641784668e+00,2.297895848751068115e-01,1.668318390846252441e+00,2.203033685684204102e+00,2.123093366622924805e+00,2.255103826522827148e+00,3.723636388778686523e+00,2.392327785491943359e+00,3.529599189758300781e+00,2.336742877960205078e+00,5.948978066444396973e-01
-1.389999237060546875e+02,8.477361297607421875e+01,1.947609424591064453e+00,3.550881195068359375e+01,-2.615273952484130859e+00,1.547010898590087891e+01,-1.798643112182617188e+01,1.823139953613281250e+01,-1.437989330291748047e+01,3.237125635147094727e+00,-1.783311653137207031e+01,-6.485260486602783203e+00,5.422493457794189453e+00,-5.286585330963134766e+00,-1.054343032836914062e+01,3.244844198226928711e+00,-4.839696884155273438e+00,7.238782405853271484e+00,-8.529813766479492188e+00,-3.836513519287109375e+00,-8.531064987182617188e+00,6.437064647674560547e+00,-9.219159126281738281e+00,-2.855784416198730469e+00,-6.144340038299560547e+00,-4.863128960132598877e-01,-2.738481521606445312e+00,8.167616128921508789e-01,-5.391529560089111328e+00,9.193881154060363770e-01,-2.083402633666992188e+00,2.401900738477706909e-01,-2.982683181762695312e+00,1.331415027379989624e-01,-5.800972461700439453e+00,3.660365939140319824e-01,-2.475533962249755859e+00,-2.104628324508666992e+00,-3.287230253219604492e+00,-1.819347262382507324e+00
-1.536809997558593750e+02,7.719316101074218750e+01,2.675110816955566406e+01,3.727909088134765625e+01,-1.317105484008789062e+01,3.209436035156250000e+01,-2.752982521057128906e+01,7.063368320465087891e+00,-8.597404479980468750e+00,4.242457389831542969e+00,-1.449841594696044922e+01,2.529239416122436523e+00,-4.917552471160888672e+00,5.180084705352783203e-01,-5.452285766601562500e+00,1.564875692129135132e-01,-9.512806892395019531e+00,4.154837608337402344e+00,-9.555109024047851562e+00,7.306335568428039551e-01,-1.089060878753662109e+01,-6.442315578460693359e-01,-7.228246212005615234e+00,-6.202410459518432617e-01,-7.020871639251708984e+00,3.591919243335723877e-01,-3.575841665267944336e+00,2.807514369487762451e-01,-2.651748657226562500e+00,2.055292367935180664e+00,-3.063029766082763672e+00,1.556139707565307617e+00,-4.244860649108886719e+00,7.198079824447631836e-01,-4.838054180145263672e+00,-2.962740361690521240e-01,-3.744445562362670898e+00,-5.069785714149475098e-01,-3.224552631378173828e+00,-8.898347616195678711e-01
-1.334017181396484375e+02,8.154169464111328125e+01,2.962647056579589844e+01,3.693564987182617188e+01,-1.308063793182373047e+01,3.533683776855468750e+01,-2.529622077941894531e+01,1.067720055580139160e+00,-2.099624633789062500e+01,-8.482802510261535645e-01,-1.315629863739013672e+01,6.800489425659179688e-01,-1.016106033325195312e+01,-5.893188953399658203e+00,1.749188661575317383e+00,-2.970548629760742188e+00,-1.537978649139404297e+01,6.290592193603515625e+00,-6.964835643768310547e+00,-7.053039073944091797e-01,-1.012160015106201172e+01,5.290842533111572266e+00,-8.082005500793457031e+00,-3.081070184707641602e+00,-5.592988967895507812e+00,3.149883270263671875e+00,-9.217797279357910156e+00,2.249519109725952148e+00,-5.413325309753417969e+00,1.324333548545837402e+00,-5.967293739318847656e+00,5.258104205131530762e-01,-3.059867858886718750e+00,-1.172732472419738770e+00,-3.130943298339843750e+00,-7.657404541969299316e-01,-2.546463012695312500e+00,-1.200384855270385742e+00,-4.350543498992919922e+00,2.165465950965881348e-01
-2.002522583007812500e+02,1.095395507812500000e+02,4.537429809570312500e+00,3.707071685791015625e+01,-1.528287649154663086e+00,2.280896377563476562e+01,-1.670097732543945312e+01,8.864574432373046875e+00,-1.439546203613281250e+01,6.217152595520019531e+00,-6.589698314666748047e+00,-2.836224555969238281e+00,1.361431121826171875e+00,-2.608031988143920898e+00,-3.466918230056762695e+00,1.137496381998062134e-01,-4.221826076507568359e+00,-8.496316671371459961e-01,-6.389460563659667969e+00,-1.096853017807006836e+00,-5.861853122711181641e+00,-4.542404651641845703e+00,-5.328144550323486328e+00,1.547745466232299805e+00,-6.339925289154052734e+00,-1.084246635437011719e+00,-3.174362897872924805e+00,-2.983699321746826172e+00,-2.661866188049316406e+00,-1.258218884468078613e+00,-1.849864244461059570e+00,-1.296011328697204590e+00,-3.095626354217529297e+00,1.210821866989135742e+00,-3.058752298355102539e+00,4.553360044956207275e-01,-3.359305620193481445e+00,-1.109649986028671265e-01,-1.097424030303955078e+00,-1.423548460006713867e+00
-1.690326995849609375e+02,8.187062072753906250e+01,1.857509613037109375e+01,3.820169448852539062e+01,-7.423425197601318359e+00,2.409584045410156250e+01,-2.590299987792968750e+01,3.695216178894042969e+00,-2.018345069885253906e+01,8.413128852844238281e+00,-1.134287357330322266e+01,7.246909737586975098e-01,4.565577805042266846e-01,-7.424039840698242188e+00,5.992151498794555664e-01,3.347936868667602539e+00,-7.024863243103027344e+00,2.179659843444824219e+00,-3.863230228424072266e+00,-2.890614032745361328e+00,-4.133798599243164062e+00,3.440680503845214844e+00,-8.456110000610351562e+00,1.183339595794677734e+00,-6.007755279541015625e+00,1.305268764495849609e+00,-4.574337959289550781e+00,7.634164094924926758e-01,-4.198525428771972656e+00,-9.247368574142456055e-01,-4.778730392456054688e+00,-1.273889541625976562e+00,-3.989386081695556641e+00,-8.498411178588867188e-01,-4.081459999084472656e+00,-1.715808153152465820e+00,-3.938384294509887695e+00,-1.893196225166320801e+00,-2.760632276535034180e+00,-2.462769031524658203e+00
-2.000632476806640625e+02,1.523031921386718750e+02,-3.025299453735351562e+01,-2.226737022399902344e+00,-2.067306137084960938e+01,2.570094823837280273e+00,-1.381104183197021484e+01,-1.800218772888183594e+01,-2.271342515945434570e+00,-5.286386489868164062e+00,-6.659485816955566406e+00,-2.116829395294189453e+00,-7.002350807189941406e+00,-4.264834880828857422e+00,-7.902645111083984375e+00,-5.536515712738037109e+00,-1.276932954788208008e+00,-2.904309988021850586e+00,-3.012989521026611328e+00,3.484976530075073242e+00,-2.455801725387573242e+00,1.300409078598022461e+00,-1.388436794281005859e+00,9.314060956239700317e-02,-3.534906387329101562e+00,-1.271964192390441895e+00,-2.390357255935668945e+00,-4.816428422927856445e-01,-3.248301744461059570e+00,-2.432603597640991211e+00,-4.184304714202880859e+00,-1.412943243980407715e+00,-1.118464589118957520e+00,-1.872897624969482422e+00,-1.860661625862121582e+00,-1.442858934402465820e+00,-2.751360416412353516e+00,-9.180798530578613281e-01,-1.517622709274291992e+00,-9.423529505729675293e-01
-1.200369415283203125e+02,6.701747131347656250e+01,1.345795631408691406e+01,4.766763305664062500e+01,-7.942253589630126953e+00,1.611628532409667969e+01,-1.896772003173828125e+01,1.439236354827880859e+01,-2.145994758605957031e+01,7.633450508117675781e+00,-1.678899192810058594e+01,2.522459983825683594e+00,-4.276051044464111328e+00,-1.236855888366699219e+01,-6.051148176193237305e-01,2.001422643661499023e+00,-1.227020359039306641e+01,1.362187027931213379e+00,-5.584422111511230469e+00,-3.465343713760375977e+00,-9.766621589660644531e+00,3.842906475067138672e+00,-1.127665233612060547e+01,1.648244380950927734e+00,-6.967863082885742188e+00,1.996383070945739746e+00,-5.327800273895263672e+00,5.670602917671203613e-01,-2.346910238265991211e+00,7.821294665336608887e-01,-3.627488374710083008e+00,2.167309522628784180e+00,-2.560730218887329102e+00,6.043454632163047791e-03,-2.066757202148437500e+00,4.767658412456512451e-01,-2.805594205856323242e+00,1.163849592208862305e+00,-2.697101593017578125e+00,-9.695148468017578125e-02
-1.566527099609375000e+02,1.004511260986328125e+02,2.731957244873046875e+01,3.189363288879394531e+01,-7.152454376220703125e+00,2.119733428955078125e+01,-1.875252532958984375e+01,1.874286270141601562e+01,-2.588646125793457031e+01,6.234663009643554688e+00,-1.717062187194824219e+01,2.382813215255737305e+00,-6.451200485229492188e+00,-5.007727622985839844e+00,2.581932842731475830e-01,-4.884294569492340088e-01,-7.804397106170654297e+00,-5.702359676361083984e+00,-2.241661787033081055e+00,-3.351408243179321289e+00,-1.118496704101562500e+01,2.548930883407592773e+00,-7.385859966278076172e+00,-1.209772348403930664e+00,-4.170447826385498047e+00,2.174172163009643555e+00,-3.178653955459594727e+00,-2.834694385528564453e+00,-1.149400949478149414e+00,-1.278747558593750000e+00,-5.760310649871826172e+00,9.915518164634704590e-01,-4.862589359283447266e+00,-2.929038107395172119e-01,-3.972035169601440430e+00,-2.243927717208862305e+00,-2.687495350837707520e-01,-3.109413862228393555e+00,-2.619812965393066406e+00,-1.118853688240051270e+00
-1.598027191162109375e+02,9.305760955810546875e+01,1.640647506713867188e+01,5.049473953247070312e+01,-4.542347788810729980e-01,1.889063262939453125e+01,-1.735133171081542969e+01,7.580214023590087891e+00,-2.136755943298339844e+01,2.922975301742553711e+00,-1.804243278503417969e+01,3.781362533569335938e+00,-1.487402796745300293e+00,-1.103645801544189453e+01,-8.627475053071975708e-02,3.905255079269409180e+00,-1.217451190948486328e+01,-2.291247606277465820e+00,-5.105099201202392578e+00,-2.836364984512329102e+00,-1.081581020355224609e+01,2.791767358779907227e+00,-7.330964565277099609e+00,1.316261291503906250e+00,-9.134132385253906250e+00,2.764634847640991211e+00,-5.382771015167236328e+00,-2.563294410705566406e+00,-3.730236053466796875e+00,1.113109588623046875e-01,-3.459728956222534180e+00,-1.765794754028320312e+00,-1.880197405815124512e+00,-8.297619223594665527e-01,-1.090368747711181641e+00,-5.859704017639160156e-01,-4.492589831352233887e-01,2.390748411417007446e-01,-1.685601353645324707e+00,3.564229905605316162e-01
